n_train,n_test,batch,pred_unknown,sig2e,beta,sig2b0,q0,experiment,exp_type,auc,logloss,accuracy,frobenius,spearman,nrmse,auc_embed,metric_pre_post,sig2e_est,sig2b_est0,nll_train,nll_test,n_epochs,time,n_params,encoder,decoder,patience
10000,100000,1000,FALSE,1,0.001,1,1000,16,ignore,0.713297,0.621594,0.65686,,,,,,,,,,39,2.86732,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,16,mean-encoding,0.717964,0.618855,0.66084,,,,,,,,,,112,7.06497,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,16,embeddings,0.791835,0.57597,0.721,0.93124,0.118605,0.436804,0.65204,,,0.0117154,,,32,3.23076,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,16,embeddings-l2,0.714858,0.622709,0.65976,0.999276,0.0404342,0.468716,0.582712,,,1.68E-06,,,38,3.13603,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,16,hashing,0.77361,0.579429,0.70267,,,,,,,,,,36,6.55789,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,16,regbeddings,0.722151,0.615909,0.66366,0.913333,0.0960205,0.428405,0.680592,,,0.0201199,,,52,6.94973,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,16,tabtransformer,0.789063,0.671822,0.72448,,,,,,,,,,31,16.634,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,16,mmbeddings,0.818673,0.630723,0.74206,0.619651,0.130859,0.290651,0.666914,0.805454,,0.399002,,,207,31.2245,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,17,ignore,0.734636,0.605297,0.67319,,,,,,,,,,175,11.3253,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,17,mean-encoding,0.734806,0.605216,0.67547,,,,,,,,,,52,3.3158,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,17,embeddings,0.846687,0.504851,0.76893,0.925567,0.195291,0.376813,0.601456,,,0.0107332,,,33,2.92053,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,17,embeddings-l2,0.853068,0.48105,0.77238,0.996164,0.185778,0.405554,0.584284,,,3.31E-05,,,95,11.5969,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,17,hashing,0.813231,0.533187,0.73648,,,,,,,,,,36,7.39413,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,17,regbeddings,0.740722,0.600129,0.67836,0.914336,0.193262,0.372241,0.645988,,,0.0141182,,,47,5.20755,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,17,tabtransformer,0.800484,0.572197,0.72838,,,,,,,,,,17,12.9835,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,17,mmbeddings,0.871907,0.535262,0.79285,0.549917,0.226152,0.22388,0.708426,0.866936,,0.419317,,,183,29.4302,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,18,ignore,0.734192,0.606639,0.6762,,,,,,,,,,115,11.493,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,18,mean-encoding,0.736579,0.60455,0.67731,,,,,,,,,,102,6.48675,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,18,embeddings,0.800987,0.569147,0.72933,0.919594,0.0923164,0.421579,0.571688,,,0.0106725,,,33,4.20345,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,18,embeddings-l2,0.804876,0.54814,0.7304,0.996401,0.0662259,0.456791,0.5,,,2.70E-05,,,99,5.94585,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,18,hashing,0.789022,0.581208,0.71737,,,,,,,,,,68,9.59336,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,18,regbeddings,0.757198,0.589355,0.69155,0.81875,0.104896,0.375348,0.601916,,,0.0599957,,,98,12.1526,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,18,tabtransformer,0.768702,0.610816,0.70378,,,,,,,,,,18,15.9999,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,18,mmbeddings,0.847031,0.605809,0.76676,0.529965,0.170249,0.242958,0.587508,0.832662,,0.41104,,,157,29.313,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,19,ignore,0.67066,0.648429,0.62552,,,,,,,,,,79,5.67485,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,19,mean-encoding,0.672671,0.647071,0.62648,,,,,,,,,,85,4.69863,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,19,embeddings,0.835253,0.525951,0.76106,0.921761,0.193995,0.401132,0.646036,,,0.0152703,,,37,3.12926,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,19,embeddings-l2,0.833056,0.518743,0.7561,0.997186,0.187358,0.433955,0.589912,,,2.34E-05,,,152,9.39042,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,19,hashing,0.779342,0.576502,0.70886,,,,,,,,,,48,11.6427,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,19,regbeddings,0.675759,0.645467,0.62824,0.943134,0.188382,0.410433,0.621188,,,0.00815393,,,40,4.80236,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,19,tabtransformer,0.835355,0.604893,0.76183,,,,,,,,,,31,13.9698,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,19,mmbeddings,0.843552,0.617888,0.76676,0.629818,0.183358,0.274084,0.668876,0.839671,,0.372739,,,166,26.3639,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,ignore,0.684218,0.640053,0.63477,,,,,,,,,,92,12.0101,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,mean-encoding,0.688479,0.637462,0.63864,,,,,,,,,,124,10.6979,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,embeddings,0.797111,0.569787,0.72743,0.946574,0.10739,0.39033,0.621502,,,0.00943768,,,29,6.26324,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,embeddings-l2,0.793549,0.553852,0.72142,0.998997,0.0817535,0.411947,0.578971,,,3.97E-06,,,183,21.6374,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,hashing,0.701172,0.629564,0.64639,,,,,,,,,,36,47.8127,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,regbeddings,0.786167,0.573521,0.71309,0.737752,0.133748,0.30422,0.669559,,,0.240752,,,171,34.413,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,tabtransformer,0.79531,0.620781,0.72691,,,,,,,,,,20,38.274,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,mmbeddings,0.837837,0.594435,0.76071,0.657735,0.135306,0.271224,0.656113,0.829523,,0.384039,,,237,152.85,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,ignore,0.684377,0.639746,0.63598,,,,,,,,,,140,12.0877,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,mean-encoding,0.682725,0.640785,0.63406,,,,,,,,,,74,6.57088,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,embeddings,0.834226,0.523459,0.75696,0.944293,0.190617,0.396834,0.721227,,,0.00932483,,,29,5.99804,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,embeddings-l2,0.823814,0.517791,0.74559,0.998887,0.169708,0.419777,0.703763,,,4.52E-06,,,169,21.6318,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,hashing,0.707628,0.625285,0.65165,,,,,,,,,,43,83.9825,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,regbeddings,0.78832,0.563545,0.71586,0.789402,0.20639,0.331742,0.730399,,,0.163197,,,129,42.5942,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,tabtransformer,0.825529,0.585513,0.75345,,,,,,,,,,22,41.9545,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,mmbeddings,0.862681,0.552385,0.78264,0.636744,0.171207,0.267588,0.732504,0.842549,,0.414246,,,152,100.147,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,ignore,0.705101,0.626376,0.6517,,,,,,,,,,113,9.79098,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,mean-encoding,0.704821,0.626543,0.65173,,,,,,,,,,132,11.2814,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,embeddings,0.825258,0.538552,0.75156,0.932735,0.144051,0.326356,0.59498,,,0.0113756,,,33,6.37411,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,embeddings-l2,0.819027,0.523911,0.74188,0.998817,0.108736,0.349478,0.5,,,4.39E-06,,,179,19.6048,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,hashing,0.721106,0.615961,0.6613,,,,,,,,,,46,49.7558,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,regbeddings,0.785068,0.567439,0.71167,0.763562,0.138669,0.267164,0.594833,,,0.17113,,,157,30.4184,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,tabtransformer,0.791646,0.606658,0.72228,,,,,,,,,,20,47.7196,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,mmbeddings,0.849855,0.571515,0.77094,0.626221,0.125829,0.21911,0.643649,0.835845,,0.374826,,,238,129.547,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,ignore,0.7355,0.604086,0.67469,,,,,,,,,,168,21.3827,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,mean-encoding,0.734512,0.604901,0.67217,,,,,,,,,,107,8.85039,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,embeddings,0.807419,0.558691,0.73393,0.941627,0.083781,0.354962,0.659461,,,0.00856478,,,30,6.51449,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,embeddings-l2,0.808428,0.537737,0.73177,0.998904,0.0934653,0.376554,0.578221,,,3.77E-06,,,199,21.6215,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,hashing,0.74172,0.600753,0.67935,,,,,,,,,,55,60.4997,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,regbeddings,0.765602,0.58125,0.69683,0.842417,0.0838157,0.317563,0.708637,,,0.0720068,,,107,21.2842,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,tabtransformer,0.77872,0.655106,0.71219,,,,,,,,,,20,47.0276,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,mmbeddings,0.843472,0.597313,0.76529,0.629327,0.100836,0.237236,0.737658,0.833137,,0.363181,,,261,154.267,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,ignore,0.693804,0.63415,0.64124,,,,,,,,,,186,15.4619,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,mean-encoding,0.694122,0.633748,0.64124,,,,,,,,,,215,21.5033,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,embeddings,0.759848,0.612861,0.69684,0.95158,0.0925764,0.366256,0.676961,,,0.00697901,,,27,4.08673,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,embeddings-l2,0.760116,0.588599,0.69629,0.999013,0.0377011,0.384512,0.61465,,,3.75E-06,,,177,19.7144,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,hashing,0.703129,0.629291,0.64688,,,,,,,,,,40,39.1229,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,regbeddings,0.685849,0.639634,0.63708,0.948452,0.110962,0.365052,0.66516,,,0.00755454,,,49,11.508,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,tabtransformer,0.790822,0.670937,0.72496,,,,,,,,,,23,43.772,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,mmbeddings,0.840042,0.598629,0.76304,0.649696,0.146162,0.250063,0.658171,0.816302,,0.382193,,,181,124.551,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,ignore,0.731532,0.607234,0.67039,,,,,,,,,,401,41.834,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,mean-encoding,0.731001,0.607707,0.67028,,,,,,,,,,298,41.9407,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,embeddings,0.805686,0.563962,0.73443,0.940264,0.114351,0.348297,0.568499,,,0.00821529,,,29,5.52171,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,embeddings-l2,0.803963,0.541939,0.72979,0.998814,0.0571272,0.369985,0.562793,,,4.02E-06,,,162,20.0705,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,hashing,0.740353,0.603172,0.67674,,,,,,,,,,60,84.4946,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,regbeddings,0.777416,0.575859,0.70524,0.770993,0.121349,0.285595,0.600121,,,0.137771,,,146,29.7248,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,tabtransformer,0.799612,0.647858,0.73215,,,,,,,,,,22,41.0098,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,mmbeddings,0.852632,0.597764,0.77155,0.603694,0.154769,0.223623,0.596736,0.836057,,0.38192,,,174,121.976,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,ignore,0.749921,0.592024,0.68445,,,,,,,,,,256,21.4105,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,mean-encoding,0.748657,0.593159,0.68397,,,,,,,,,,147,12.5015,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,embeddings,0.822373,0.542553,0.74825,0.94262,0.11668,0.37485,0.58297,,,0.00796817,,,28,6.44608,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,embeddings-l2,0.828606,0.512346,0.75165,0.998829,0.0792163,0.397203,0.5,,,4.14E-06,,,182,21.6661,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,hashing,0.757681,0.586093,0.69178,,,,,,,,,,45,84.4434,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,regbeddings,0.79258,0.556787,0.71826,0.800748,0.103188,0.318432,0.59898,,,0.114762,,,110,22.3048,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,tabtransformer,0.773849,0.635813,0.70817,,,,,,,,,,19,47.7224,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,mmbeddings,0.846187,0.574722,0.76909,0.60501,0.117923,0.240593,0.614155,0.834584,,0.409017,,,201,172.846,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,ignore,0.708055,0.624405,0.65168,,,,,,,,,,166,21.4275,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,mean-encoding,0.706392,0.625462,0.65086,,,,,,,,,,138,11.39,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,embeddings,0.862265,0.483562,0.78367,0.936695,0.242242,0.352248,0.600831,,,0.0101393,,,29,6.55136,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,embeddings-l2,0.857055,0.473656,0.77568,0.998761,0.219488,0.375588,0.5,,,4.54E-06,,,182,21.637,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,hashing,0.726489,0.611602,0.66565,,,,,,,,,,57,84.0912,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,regbeddings,0.836999,0.508689,0.75794,0.706468,0.237531,0.26567,0.629977,,,0.266548,,,173,32.9796,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,tabtransformer,0.820366,0.579811,0.7439,,,,,,,,,,19,46.887,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,mmbeddings,0.87775,0.518051,0.79567,0.611729,0.20196,0.230043,0.676818,0.871583,,0.388466,,,163,166.773,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,ignore,0.698676,0.630744,0.64558,,,,,,,,,,192,21.3514,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,mean-encoding,0.698164,0.63095,0.64542,,,,,,,,,,221,21.4041,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,embeddings,0.807676,0.558304,0.73774,0.946352,0.114733,0.395801,0.63262,,,0.00851994,,,28,6.2681,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,embeddings-l2,0.807158,0.538867,0.73361,0.998919,0.110341,0.417786,0.588193,,,4.22E-06,,,177,22.6352,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,hashing,0.71194,0.622941,0.65419,,,,,,,,,,36,38.6636,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,regbeddings,0.776982,0.575111,0.70575,0.77741,0.158091,0.325143,0.691765,,,0.164619,,,141,28.4238,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,tabtransformer,0.803534,0.605699,0.73334,,,,,,,,,,20,37.3809,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,mmbeddings,0.868162,0.541625,0.79026,0.635054,0.179898,0.265604,0.681442,0.86221,,0.395823,,,239,226.827,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,ignore,0.6753,0.644901,0.62715,,,,,,,,,,201,15.6449,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,mean-encoding,0.675598,0.644874,0.62772,,,,,,,,,,114,11.2472,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,embeddings,0.833817,0.525129,0.76028,0.939182,0.207979,0.353055,0.786097,,,0.010499,,,31,6.18532,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,embeddings-l2,0.830697,0.51008,0.75316,0.99883,0.178661,0.375478,0.779653,,,4.52E-06,,,182,20.8977,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,hashing,0.698007,0.63246,0.64455,,,,,,,,,,41,83.4968,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,regbeddings,0.791061,0.560567,0.71799,0.776978,0.198839,0.29208,0.804577,,,0.165042,,,125,25.3766,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,tabtransformer,0.833733,0.566539,0.7622,,,,,,,,,,22,45.7367,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,mmbeddings,0.870062,0.521153,0.79206,0.620949,0.185369,0.233426,0.814627,0.862083,,0.404922,,,193,187.405,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,10,ignore,0.681233,0.641644,0.6332,,,,,,,,,,114,11.1689,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,10,mean-encoding,0.683623,0.640049,0.63379,,,,,,,,,,201,17.3148,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,10,embeddings,0.869008,0.471912,0.79101,0.929508,0.301759,0.340837,0.746928,,,0.0110783,,,33,11.3447,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,10,embeddings-l2,0.862433,0.466613,0.78346,0.998682,0.272959,0.366201,0.719748,,,4.52E-06,,,238,42.0781,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,10,hashing,0.710833,0.623685,0.65337,,,,,,,,,,46,50.411,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,10,regbeddings,0.824642,0.519793,0.74689,0.742078,0.330234,0.272109,0.774717,,,0.189226,,,125,25.1757,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,10,tabtransformer,0.841045,0.541342,0.76304,,,,,,,,,,19,45.8409,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,10,mmbeddings,0.896113,0.475264,0.81633,0.585739,0.308154,0.214781,0.774686,0.891366,,0.395218,,,192,162.554,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,11,ignore,0.742395,0.598512,0.67871,,,,,,,,,,123,10.1643,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,11,mean-encoding,0.742244,0.59844,0.6788,,,,,,,,,,267,41.9264,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,11,embeddings,0.809742,0.552182,0.73645,0.939068,0.0851386,0.315705,0.616538,,,0.00962476,,,30,6.26885,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,11,embeddings-l2,0.810737,0.532641,0.73543,0.998861,0.0617201,0.335807,0.588547,,,4.16E-06,,,163,17.8836,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,11,hashing,0.74691,0.595122,0.6825,,,,,,,,,,53,56.1897,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,11,regbeddings,0.758059,0.587229,0.69256,0.865404,0.0804909,0.29094,0.651992,,,0.0485327,,,87,18.4962,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,11,tabtransformer,0.771994,0.634211,0.70628,,,,,,,,,,18,36.1602,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,11,mmbeddings,0.821995,0.630229,0.7413,0.643218,0.0804318,0.216243,0.655416,0.806603,,0.343939,,,151,108.935,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,12,ignore,0.709357,0.623704,0.65261,,,,,,,,,,190,15.2657,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,12,mean-encoding,0.708832,0.623888,0.65208,,,,,,,,,,114,11.0367,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,12,embeddings,0.879126,0.454926,0.80246,0.91947,0.300384,0.347408,0.704359,,,0.0126139,,,36,6.21722,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,12,embeddings-l2,0.871794,0.451259,0.7915,0.998588,0.261423,0.377302,0.692599,,,4.68E-06,,,204,23.7288,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,12,hashing,0.730616,0.609474,0.66748,,,,,,,,,,52,62.5341,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,12,regbeddings,0.832905,0.511066,0.753,0.722424,0.284803,0.272957,0.71858,,,0.202802,,,131,26.6662,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,12,tabtransformer,0.838384,0.551021,0.76123,,,,,,,,,,19,36.4532,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,12,mmbeddings,0.89494,0.482277,0.81457,0.565214,0.274195,0.213558,0.72504,0.886388,,0.400672,,,221,141.983,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,13,ignore,0.707824,0.62443,0.65301,,,,,,,,,,153,21.3424,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,13,mean-encoding,0.707975,0.624442,0.65286,,,,,,,,,,198,21.4095,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,13,embeddings,0.813701,0.550863,0.74116,0.9471,0.110829,0.35015,0.593094,,,0.00907244,,,29,6.20777,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,13,embeddings-l2,0.812021,0.532426,0.73665,0.998894,0.0899389,0.369299,0.573397,,,4.62E-06,,,159,21.9441,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,13,hashing,0.720622,0.616536,0.66123,,,,,,,,,,42,44.403,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,13,regbeddings,0.765772,0.582767,0.69768,0.837547,0.109813,0.309647,0.641332,,,0.0941998,,,107,21.9034,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,13,tabtransformer,0.787961,0.630475,0.72091,,,,,,,,,,19,38.2189,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,13,mmbeddings,0.829101,0.603143,0.75239,0.66962,0.10733,0.247564,0.640814,0.808557,,0.344399,,,171,133.552,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,14,ignore,0.708179,0.624201,0.65222,,,,,,,,,,156,12.4983,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,14,mean-encoding,0.707695,0.624516,0.6529,,,,,,,,,,168,21.9148,331,"[100, 100]","[10, 10]",10
