n_train,n_test,batch,pred_unknown,sig2e,beta,sig2b0,q0,experiment,exp_type,auc,logloss,accuracy,frobenius,spearman,nrmse,auc_embed,metric_pre_post,sig2e_est,sig2b_est0,nll_train,nll_test,n_epochs,time,n_params,encoder,decoder,patience
1000,100000,100,FALSE,1,0.001,1,100,17,tabtransformer,0.765099,0.58415,0.69728,,,,,,,,,,13,11.7249,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,17,mmbeddings,0.810954,0.616104,0.73426,0.645108,0.19923,0.369573,0.6124,0.812659,,0.333196,,,133,17.4211,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,ignore,0.703853,0.635209,0.65108,,,,,,,,,,133,7.21311,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,mean-encoding,0.72743,0.617368,0.66593,,,,,,,,,,101,12.5516,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,embeddings,0.806785,0.561531,0.73255,0.913223,0.124819,0.497449,0.6668,,,0.0135786,,,36,5.12477,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,embeddings-l2,0.79687,0.558004,0.7224,0.987462,0.0589071,0.537888,0.6284,,,0.000337472,,,63,5.46052,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,hashing,0.804838,0.629487,0.73578,,,,,,,,,,71,11.19,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,regbeddings,0.731114,0.610028,0.67045,0.870254,0.0726203,0.474043,0.7052,,,0.0323299,,,71,9.20607,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,tabtransformer,0.77045,0.603415,0.69986,,,,,,,,,,20,12.4929,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,mmbeddings,0.810299,0.562658,0.73535,0.63757,0.107766,0.347296,0.7456,0.806496,,0.306235,,,101,16.7461,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,ignore,0.746025,0.604128,0.68094,,,,,,,,,,84,8.47184,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,mean-encoding,0.754369,0.6021,0.6891,,,,,,,,,,90,7.61082,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,embeddings,0.811342,0.579669,0.73278,0.913241,0.0234526,0.435114,0.6064,,,0.0155586,,,37,5.14969,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,embeddings-l2,0.807283,0.562152,0.73084,0.988212,0.00898779,0.470833,0.5756,,,0.000349316,,,73,7.82386,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,hashing,0.807695,0.572402,0.7299,,,,,,,,,,47,7.54289,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,regbeddings,0.736275,0.605937,0.67637,0.933739,0.0403335,0.44488,0.6468,,,0.00882263,,,47,9.95506,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,tabtransformer,0.782868,0.678021,0.71361,,,,,,,,,,42,14.9392,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,mmbeddings,0.812366,0.65569,0.73995,0.635831,0.0714145,0.302941,0.7048,0.809733,,0.377789,,,84,13.3561,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,ignore,0.684974,0.639704,0.637,,,,,,,,,,263,13.376,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,mean-encoding,0.684647,0.640153,0.63595,,,,,,,,,,152,7.11004,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,embeddings,0.820057,0.543142,0.7477,0.935929,0.145384,0.400175,0.643276,,,0.0112056,,,32,3.53659,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,embeddings-l2,0.822516,0.524761,0.74654,0.996971,0.13536,0.426274,0.617784,,,2.99E-05,,,97,5.80115,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,hashing,0.795968,0.569295,0.72381,,,,,,,,,,61,11.8521,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,regbeddings,0.730838,0.609673,0.6684,0.87874,0.139059,0.375722,0.646256,,,0.0443106,,,76,12.4506,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,tabtransformer,0.804104,0.572861,0.73269,,,,,,,,,,17,16.108,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,mmbeddings,0.83747,0.64719,0.7585,0.626458,0.128357,0.267854,0.654228,0.83118,,0.419271,,,220,36.0705,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,ignore,0.716598,0.619361,0.65997,,,,,,,,,,147,6.75456,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,mean-encoding,0.714703,0.620712,0.65941,,,,,,,,,,58,4.42539,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,embeddings,0.780816,0.590707,0.71319,0.932182,0.105015,0.347235,0.59188,,,0.0101609,,,31,3.95922,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,embeddings-l2,0.779141,0.576034,0.70969,0.997094,0.0787266,0.371415,0.555248,,,2.46E-05,,,119,11.4415,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,hashing,0.769178,0.580294,0.70129,,,,,,,,,,35,4.67245,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,regbeddings,0.720367,0.616509,0.66212,0.921793,0.0960663,0.343365,0.597004,,,0.0141623,,,59,6.94917,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,tabtransformer,0.808201,0.606312,0.73881,,,,,,,,,,27,14.1971,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,mmbeddings,0.829173,0.651507,0.75001,0.635413,0.122989,0.236689,0.609908,0.80653,,0.336524,,,191,34.144,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,ignore,0.689102,0.637883,0.63845,,,,,,,,,,31,3.3087,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,mean-encoding,0.693279,0.635982,0.64198,,,,,,,,,,75,4.3875,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,embeddings,0.84723,0.505691,0.7704,0.933035,0.217059,0.422189,0.682988,,,0.0112724,,,29,3.71764,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,embeddings-l2,0.842982,0.499688,0.76429,0.996725,0.205664,0.451008,0.654548,,,3.04E-05,,,113,7.64493,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,hashing,0.800532,0.550472,0.72392,,,,,,,,,,37,6.65825,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,regbeddings,0.775847,0.573097,0.70545,0.831705,0.205364,0.376338,0.689424,,,0.0838403,,,82,12.2224,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,tabtransformer,0.824825,0.549181,0.75035,,,,,,,,,,19,11.8574,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,mmbeddings,0.850738,0.576657,0.77251,0.606423,0.209333,0.2744,0.667502,0.843301,,0.432529,,,142,29.3496,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,ignore,0.704948,0.626746,0.64953,,,,,,,,,,137,8.03227,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,mean-encoding,0.709199,0.624522,0.65301,,,,,,,,,,179,11.2925,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,embeddings,0.832586,0.527021,0.75628,0.932584,0.163012,0.394897,0.592132,,,0.0111061,,,30,2.78081,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,embeddings-l2,0.826536,0.519398,0.7476,0.997015,0.123016,0.42218,0.5,,,2.71E-05,,,109,11.5704,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,hashing,0.798168,0.562808,0.72415,,,,,,,,,,56,7.59631,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,regbeddings,0.780953,0.567871,0.70946,0.796587,0.134642,0.33731,0.592364,,,0.126306,,,113,9.44171,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,tabtransformer,0.796764,0.586945,0.72728,,,,,,,,,,19,11.3244,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,mmbeddings,0.833296,0.641294,0.7579,0.582753,0.131474,0.246763,0.584288,0.823917,,0.494792,,,194,48.7747,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,ignore,0.725563,0.612315,0.66694,,,,,,,,,,104,5.47269,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,mean-encoding,0.724563,0.612948,0.66558,,,,,,,,,,98,6.75213,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,embeddings,0.794877,0.58112,0.72211,0.936003,0.088648,0.416492,0.575376,,,0.00967139,,,33,2.96009,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,embeddings-l2,0.804924,0.548661,0.72964,0.997148,0.0823747,0.443699,0.543232,,,2.30E-05,,,128,7.54787,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,hashing,0.779695,0.579955,0.70775,,,,,,,,,,47,6.60923,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,regbeddings,0.716225,0.619193,0.66035,0.949769,0.0987521,0.422617,0.642028,,,0.00559125,,,37,4.54944,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,tabtransformer,0.768149,0.621197,0.70384,,,,,,,,,,19,11.8263,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,mmbeddings,0.815376,0.664034,0.73822,0.616163,0.119063,0.274173,0.621496,0.808509,,0.367234,,,161,31.967,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,ignore,0.706229,0.627295,0.65227,,,,,,,,,,186,8.3619,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,mean-encoding,0.707611,0.625072,0.65325,,,,,,,,,,77,6.29247,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,embeddings,0.835413,0.520156,0.75667,0.937957,0.14068,0.411925,0.661244,,,0.0107057,,,28,3.59311,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,embeddings-l2,0.839607,0.503162,0.75914,0.997016,0.135576,0.437862,0.640772,,,2.89E-05,,,110,9.58319,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,hashing,0.800778,0.549158,0.72521,,,,,,,,,,35,6.77906,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,regbeddings,0.735327,0.6055,0.67408,0.903787,0.129362,0.396919,0.67506,,,0.026817,,,62,7.47835,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,tabtransformer,0.806649,0.57391,0.73412,,,,,,,,,,19,12.4342,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,mmbeddings,0.836266,0.597673,0.75797,0.649698,0.141298,0.28533,0.6736,0.82771,,0.354816,,,245,34.7725,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,ignore,0.731631,0.607899,0.67223,,,,,,,,,,157,8.70575,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,mean-encoding,0.725211,0.612743,0.666,,,,,,,,,,41,3.05742,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,embeddings,0.801534,0.565243,0.73056,0.937974,0.0770491,0.347772,0.566044,,,0.00895038,,,30,2.79538,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,embeddings-l2,0.807009,0.540912,0.73313,0.996777,0.0672479,0.369574,0.53487,,,3.02E-05,,,94,6.40632,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,hashing,0.78233,0.564001,0.71067,,,,,,,,,,30,7.29911,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,regbeddings,0.727418,0.610667,0.66786,0.93682,0.0767475,0.347344,0.676356,,,0.00895068,,,44,7.40301,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,tabtransformer,0.773911,0.607627,0.70753,,,,,,,,,,18,17.2373,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,mmbeddings,0.813275,0.638252,0.73727,0.613994,0.0714617,0.22765,0.701062,0.804983,,0.376242,,,128,24.0222,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,ignore,0.736471,0.604307,0.67729,,,,,,,,,,112,6.80404,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,mean-encoding,0.732529,0.60769,0.6719,,,,,,,,,,126,11.6377,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,embeddings,0.803879,0.562171,0.73233,0.945328,0.0445247,0.339543,0.667472,,,0.0103904,,,30,3.31528,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,embeddings-l2,0.807812,0.542951,0.73373,0.997412,0.0437092,0.35825,0.673172,,,2.77E-05,,,107,6.0853,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,hashing,0.785383,0.568794,0.71374,,,,,,,,,,39,11.6698,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,regbeddings,0.74212,0.600513,0.67987,0.909426,0.0480324,0.326647,0.684292,,,0.0283335,,,75,12.0911,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,tabtransformer,0.76924,0.620229,0.70402,,,,,,,,,,19,11.9361,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,mmbeddings,0.814127,0.609687,0.73867,0.68112,0.0626316,0.244645,0.686292,0.809352,,0.383882,,,115,19.0043,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,ignore,0.702692,0.62804,0.64836,,,,,,,,,,60,6.29745,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,mean-encoding,0.703675,0.627461,0.64875,,,,,,,,,,83,4.41565,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,embeddings,0.875027,0.459806,0.79528,0.921325,0.261672,0.329417,0.59062,,,0.0132261,,,33,4.96036,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,embeddings-l2,0.873744,0.451294,0.79155,0.996692,0.251441,0.356364,0.512772,,,2.64E-05,,,134,8.09184,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,hashing,0.825477,0.524648,0.74399,,,,,,,,,,60,8.70916,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,regbeddings,0.835036,0.507079,0.75598,0.716247,0.265795,0.256092,0.682108,,,0.213741,,,142,12.672,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,tabtransformer,0.837147,0.527392,0.75923,,,,,,,,,,21,12.96,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,mmbeddings,0.867492,0.522868,0.78715,0.595634,0.219044,0.212967,0.646252,0.862578,,0.390028,,,164,29.7467,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,ignore,0.661335,0.653069,0.61812,,,,,,,,,,74,6.09474,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,mean-encoding,0.661536,0.653573,0.61684,,,,,,,,,,87,6.091,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,embeddings,0.85148,0.513225,0.77675,0.931311,0.242284,0.40387,0.569932,,,0.0141532,,,38,3.03446,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,embeddings-l2,0.847455,0.495465,0.76724,0.997215,0.23466,0.43245,0.53024,,,2.73E-05,,,132,8.45132,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,hashing,0.806493,0.552301,0.72981,,,,,,,,,,57,6.89958,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,regbeddings,0.75594,0.59101,0.68968,0.859605,0.22847,0.372774,0.58292,,,0.0698725,,,68,7.40558,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,tabtransformer,0.836048,0.560885,0.76258,,,,,,,,,,25,15.7867,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,mmbeddings,0.860083,0.556521,0.78274,0.629939,0.197287,0.273178,0.608952,0.854656,,0.441947,,,194,31.3387,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,10,ignore,0.685938,0.639476,0.63685,,,,,,,,,,41,3.79869,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,10,mean-encoding,0.687745,0.63884,0.63915,,,,,,,,,,74,4.57614,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,10,embeddings,0.805675,0.561629,0.73369,0.93976,0.145069,0.412278,0.62092,,,0.0114032,,,32,3.75627,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,10,embeddings-l2,0.799016,0.555916,0.7265,0.997284,0.109606,0.437514,0.556252,,,2.81E-05,,,110,11.4772,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,10,hashing,0.778342,0.590274,0.70891,,,,,,,,,,60,8.67547,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,10,regbeddings,0.690006,0.637415,0.64041,0.941523,0.106767,0.413052,0.669648,,,0.0108984,,,40,4.79945,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,10,tabtransformer,0.803457,0.624397,0.73288,,,,,,,,,,32,16.3551,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,10,mmbeddings,0.811102,0.633999,0.73846,0.647593,0.132495,0.284103,0.622232,0.811218,,0.411851,,,145,25.3956,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,11,ignore,0.667143,0.649916,0.62421,,,,,,,,,,76,6.26119,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,11,mean-encoding,0.667189,0.649715,0.62266,,,,,,,,,,86,6.19158,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,11,embeddings,0.812195,0.553238,0.73768,0.934067,0.208091,0.393136,0.762356,,,0.0113518,,,30,2.63051,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,11,embeddings-l2,0.81069,0.539173,0.73573,0.996952,0.189955,0.419604,0.710464,,,2.94E-05,,,120,7.97054,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,11,hashing,0.779844,0.579575,0.70875,,,,,,,,,,47,6.90294,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,11,regbeddings,0.719573,0.618833,0.66127,0.8663,0.212181,0.364614,0.756208,,,0.0503916,,,84,12.9837,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,11,tabtransformer,0.814764,0.59424,0.74263,,,,,,,,,,26,17.1184,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,11,mmbeddings,0.854431,0.590445,0.77717,0.612056,0.229229,0.257606,0.791928,0.84407,,0.410661,,,164,29.5506,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,12,ignore,0.689011,0.637318,0.63839,,,,,,,,,,91,5.56361,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,12,mean-encoding,0.686957,0.638735,0.63909,,,,,,,,,,64,4.63768,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,12,embeddings,0.79777,0.567228,0.72444,0.936667,0.12034,0.415887,0.677228,,,0.0108567,,,30,3.72998,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,12,embeddings-l2,0.796901,0.553825,0.7263,0.997283,0.104852,0.442801,0.660918,,,2.53E-05,,,118,11.4649,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,12,hashing,0.770645,0.582138,0.70073,,,,,,,,,,39,6.00998,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,12,regbeddings,0.730073,0.61039,0.66823,0.855694,0.132081,0.379935,0.706108,,,0.0609008,,,88,13.1707,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,12,tabtransformer,0.785629,0.61626,0.71782,,,,,,,,,,23,11.7343,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,12,mmbeddings,0.846072,0.583915,0.76758,0.611937,0.15568,0.271705,0.70413,0.839496,,0.450783,,,154,29.272,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,13,ignore,0.713605,0.621932,0.65799,,,,,,,,,,227,11.6644,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,13,mean-encoding,0.714437,0.62133,0.65764,,,,,,,,,,136,7.60509,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,13,embeddings,0.783548,0.590707,0.71356,0.932,0.114841,0.436606,0.611564,,,0.0105901,,,31,2.81356,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,13,embeddings-l2,0.778787,0.579721,0.71022,0.996966,0.0701152,0.46704,0.532604,,,2.66E-05,,,108,7.49862,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,13,hashing,0.766336,0.585402,0.69748,,,,,,,,,,36,6.684,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,13,regbeddings,0.733541,0.609357,0.67039,0.85608,0.0953788,0.401041,0.662532,,,0.0530428,,,88,14.0329,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,13,tabtransformer,0.796241,0.676212,0.73241,,,,,,,,,,32,14.7868,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,13,mmbeddings,0.83889,0.593745,0.7591,0.585816,0.162194,0.274432,0.673628,0.831737,,0.438268,,,154,31.23,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,14,ignore,0.713907,0.620766,0.65824,,,,,,,,,,79,4.47598,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,14,mean-encoding,0.71342,0.621382,0.65764,,,,,,,,,,157,9.1433,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,14,embeddings,0.840278,0.518194,0.7623,0.929075,0.178678,0.394821,0.594288,,,0.0111582,,,29,2.69739,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,14,embeddings-l2,0.842911,0.497091,0.76548,0.996389,0.151569,0.423427,0.523134,,,3.31E-05,,,89,5.34611,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,14,hashing,0.806273,0.541403,0.73076,,,,,,,,,,39,6.73732,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,14,regbeddings,0.715339,0.619829,0.65875,0.923473,0.152509,0.392441,0.643044,,,0.0126223,,,41,4.77726,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,14,tabtransformer,0.812585,0.582657,0.74272,,,,,,,,,,20,11.2988,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,14,mmbeddings,0.860281,0.538067,0.782,0.580157,0.205937,0.246545,0.628984,0.847808,,0.398077,,,145,30.482,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,15,ignore,0.737273,0.603548,0.67455,,,,,,,,,,144,8.56089,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,15,mean-encoding,0.736998,0.604894,0.67523,,,,,,,,,,104,6.36923,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,15,embeddings,0.805421,0.565028,0.73588,0.938455,0.0840185,0.425295,0.57192,,,0.00899342,,,30,4.2902,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,15,embeddings-l2,0.73922,0.601593,0.67671,0.998865,0.0590226,0.452672,0.5,,,3.96E-06,,,37,3.80991,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,15,hashing,0.789612,0.561919,0.71597,,,,,,,,,,32,6.55607,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,15,regbeddings,0.75431,0.592137,0.68908,0.864587,0.0999271,0.391819,0.574448,,,0.0466473,,,83,13.5434,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,15,tabtransformer,0.773045,0.628033,0.7063,,,,,,,,,,20,12.4247,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,15,mmbeddings,0.824741,0.613659,0.74666,0.617898,0.0810681,0.280023,0.588512,0.812112,,0.377241,,,150,28.9938,13651,"[100, 100]","[10, 10]",10
