n_train,n_test,batch,pred_unknown,sig2e,beta,sig2b0,sig2b1,sig2b2,q0,q1,q2,experiment,exp_type,mse,mae,r2,frobenius,spearman,nrmse,auc_embed,metric_pre_post,sig2e_est,sig2b_est0,sig2b_est1,sig2b_est2,nll_train,nll_test,n_epochs,time,n_params,encoder,decoder,patience
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,ignore,9.66855,2.44667,0.464448,,,,,,,,,,,,530,40.7529,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,mean-encoding,9.87556,2.47458,0.452982,,,,,,,,,,,,367,42.6139,531,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,embeddings,10.4777,2.55263,0.419627,0.947695,0.0810624,0.340097,0.550511,,,0.00666252,0.00697168,0.00770351,,,44,11.7554,300531,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,hashing,10.2893,2.52978,0.430066,,,,,,,,,,,,40,109.571,30951,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,regbeddings,9.82662,2.47182,0.455693,0.877211,0.0801045,0.314759,0.571341,,,0.0361385,0.0476533,0.0383636,,,148,85.1429,600531,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,tabtransformer,18.6024,3.42809,-0.0304069,,,,,,,,,,,,18,89.5888,306829,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,unified,10.2305,2.52319,0.433321,,,,,,,,,,,,38,143.875,10486291,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,ignore,12.9109,2.81765,0.41452,,,,,,,,,,,,400,41.9264,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,mean-encoding,12.7749,2.80167,0.420683,,,,,,,,,,,,539,83.2163,531,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,embeddings,13.6633,2.9039,0.380399,0.94382,0.122485,0.35908,0.607522,,,0.00864348,0.007619,0.00748781,,,64,14.7231,300531,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,hashing,13.4066,2.87844,0.392037,,,,,,,,,,,,79,199.051,30951,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,regbeddings,12.5066,2.77056,0.432851,0.86053,0.135266,0.327206,0.633808,,,0.0728326,0.0408327,0.0432407,,,143,84.9979,600531,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,tabtransformer,20.5189,3.58369,0.0695084,,,,,,,,,,,,17,65.6646,306829,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,unified,13.102,2.83923,0.405852,,,,,,,,,,,,47,143.817,10486291,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,ignore,12.1352,2.72654,0.412586,,,,,,,,,,,,412,31.8947,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,mean-encoding,12.1987,2.73309,0.409515,,,,,,,,,,,,330,42.2593,531,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,embeddings,13.5829,2.89233,0.342511,0.951006,0.0759139,0.354801,0.558784,,,0.00625488,0.00599369,0.00654593,,,37,11.7369,300531,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,hashing,12.8031,2.80561,0.380254,,,,,,,,,,,,73,191.341,30951,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,regbeddings,12.4355,2.76685,0.39805,0.846694,0.0845079,0.315737,0.583139,,,0.0512722,0.0727224,0.0810243,,,163,66.1678,600531,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,tabtransformer,20.7078,3.59454,-0.00237682,,,,,,,,,,,,16,91.4354,306829,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,unified,13.3574,2.86993,0.353425,,,,,,,,,,,,40,101.541,10486291,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,0,tabnet,19.7718,3.50228,0.00736841,,,,,,,,,,,,48,404.421,339779,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,1,tabnet,17.0364,3.24519,0.128785,,,,,,,,,,,,41,336.987,339779,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,2,tabnet,19.8697,3.50679,0.0808543,,,,,,,,,,,,51,401.628,339779,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,3,tabnet,21.8286,3.68203,0.0272333,,,,,,,,,,,,49,389.545,339779,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,4,tabnet,22.4168,3.74762,0.00799987,,,,,,,,,,,,49,408.405,339779,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,5,tabnet,18.9758,3.43392,0.0784566,,,,,,,,,,,,47,406.411,339779,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,6,tabnet,20.1429,3.54421,0.0898528,,,,,,,,,,,,46,404.379,339779,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,7,tabnet,18.4292,3.38431,0.0689455,,,,,,,,,,,,48,380.104,339779,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,8,tabnet,16.5185,3.20873,0.145848,,,,,,,,,,,,41,342.574,339779,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,9,tabnet,19.6252,3.49966,0.0545826,,,,,,,,,,,,45,407.149,339779,"[100, 100]","[10, 10]",10
100000,100000,1000,FALSE,1,0.1,1,1,1,10000,10000,10000,0,lmmnn,12.22729,2.78886,0.460938,,,,,,3.29376,2.95687,2.9919,3.11165,2657.34,2658.31,100,14195.9,235,"[100, 100]","[10, 10]",10
100000,100000,1000,FALSE,1,0.1,1,1,1,10000,10000,10000,1,lmmnn,11.95378,2.63743,0.463377,,,,,,3.65641,3.43165,3.46316,3.48809,2711.79,2728.56,100,13916.2,235,"[100, 100]","[10, 10]",10
100000,100000,1000,FALSE,1,0.1,1,1,1,10000,10000,10000,2,lmmnn,11.5746,2.63418,0.437442,,,,,,3.331,3.0211,3.02164,3.04022,2652.21,2652.06,100,13853.3,235,"[100, 100]","[10, 10]",10
