n_train,n_test,batch,pred_unknown,sig2e,beta,sig2b0,q0,experiment,exp_type,mse,mae,r2,frobenius,spearman,nrmse,auc_embed,metric_pre_post,sig2e_est,sig2b_est0,nll_train,nll_test,n_epochs,time,n_params,encoder,decoder,patience
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,regbeddings,3.51046,1.45378,0.463411,0.518815,0.392869,0.195835,0.763289,,,0.658963,,,448,750.107,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,tabtransformer,4.13172,1.5733,0.36845,,,,,,,,,,37,586.055,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,mmbeddings,3.13692,1.35881,0.520509,0.631296,0.348115,0.234843,0.750787,3.26061,,0.374566,,,514,2751.51,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,ignore,6.44706,2.01164,0.125022,,,,,,,,,,605,170.071,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,mean-encoding,6.44802,2.01188,0.124891,,,,,,,,,,343,145.701,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,embeddings,3.08956,1.38278,0.580693,0.919224,0.434487,0.320508,0.75215,,,0.015906,,,87,83.6758,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,embeddings-l2,3.14212,1.39625,0.57356,0.998849,0.398938,0.356858,0.738499,,,3.93E-06,,,353,263.695,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,hashing,6.43079,2.00953,0.12723,,,,,,,,,,116,1117.88,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,regbeddings,3.49148,1.4739,0.526146,0.639823,0.438981,0.232327,0.771271,,,0.444055,,,315,445.005,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,tabtransformer,3.67436,1.50958,0.501326,,,,,,,,,,38,556.206,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,mmbeddings,2.93425,1.34346,0.601772,0.625672,0.432197,0.215762,0.75284,3.0678,,0.399171,,,745,3314.64,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,ignore,4.26158,1.62239,0.185659,,,,,,,,,,351,97.7311,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,mean-encoding,4.26436,1.62298,0.185128,,,,,,,,,,312,111.688,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,embeddings,3.13453,1.37115,0.401027,0.912036,0.284672,0.366358,0.638901,,,0.0125287,,,104,83.657,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,embeddings-l2,3.14073,1.37545,0.399841,0.998856,0.255516,0.383808,0.5,,,2.73E-06,,,302,170.453,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,hashing,4.28837,1.62798,0.18054,,,,,,,,,,90,847.079,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,regbeddings,3.15349,1.38117,0.397403,0.50629,0.327082,0.206796,0.70754,,,0.501478,,,389,565.712,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,tabtransformer,3.68299,1.49487,0.296221,,,,,,,,,,27,397.154,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,mmbeddings,2.92731,1.31986,0.440624,0.619374,0.295643,0.243936,0.66611,3.22086,,0.276196,,,666,2766.16,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,ignore,5.04638,1.77426,0.170665,,,,,,,,,,334,95.0565,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,mean-encoding,5.04685,1.77436,0.170587,,,,,,,,,,382,144.858,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,embeddings,3.71049,1.50549,0.390208,0.911153,0.216556,0.356639,0.720276,,,0.0190428,,,129,143.671,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,embeddings-l2,3.83363,1.53154,0.369971,0.99898,0.16925,0.389053,0.590718,,,3.40E-06,,,233,136.219,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,hashing,5.04697,1.7747,0.170567,,,,,,,,,,67,633.268,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,regbeddings,3.13009,1.38619,0.485592,0.427867,0.338709,0.165835,0.782867,,,1.00775,,,681,882.859,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,tabtransformer,4.12019,1.59092,0.322876,,,,,,,,,,44,693.751,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,mmbeddings,2.943,1.34041,0.516339,0.667739,0.280649,0.253942,0.745485,3.18758,,0.310973,,,671,2810.58,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,ignore,4.2871,1.61474,0.183307,,,,,,,,,,617,185.176,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,mean-encoding,4.28784,1.61488,0.183166,,,,,,,,,,462,165.755,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,embeddings,3.64625,1.46775,0.305389,0.918378,0.187756,0.356573,0.622108,,,0.015253,,,100,83.5824,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,embeddings-l2,3.79172,1.50466,0.277676,0.999106,0.117434,0.402583,0.603468,,,2.59E-06,,,253,143.515,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,hashing,4.30372,1.61831,0.180139,,,,,,,,,,80,810.878,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,regbeddings,3.47297,1.43788,0.338398,0.515836,0.225349,0.212174,0.641263,,,0.651206,,,443,579.053,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,tabtransformer,4.23404,1.59317,0.193414,,,,,,,,,,40,633.027,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,mmbeddings,3.25201,1.37962,0.380491,0.705568,0.214221,0.281023,0.617236,3.36758,,0.230027,,,777,3166.66,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,ignore,4.7928,1.70793,0.158047,,,,,,,,,,343,143.154,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,mean-encoding,4.7931,1.70803,0.157993,,,,,,,,,,424,155.857,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,embeddings,4.13285,1.57103,0.27398,0.93275,0.20316,0.322501,0.63384,,,0.0131126,,,78,54.2203,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,embeddings-l2,4.02474,1.55272,0.292972,0.999124,0.16609,0.346483,0.5,,,2.97E-06,,,257,203.45,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,hashing,4.80179,1.70973,0.156468,,,,,,,,,,91,871.558,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,regbeddings,3.8804,1.52546,0.318328,0.591469,0.217753,0.215134,0.688685,,,0.573588,,,427,565.776,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,tabtransformer,4.47468,1.64131,0.213931,,,,,,,,,,28,451.916,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,mmbeddings,3.69763,1.4757,0.350435,0.695291,0.213828,0.243426,0.685167,3.78977,,0.319068,,,581,2510.23,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,ignore,5.40466,1.72282,0.146781,,,,,,,,,,288,83.153,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,mean-encoding,5.40283,1.72247,0.147069,,,,,,,,,,357,144.991,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,embeddings,4.26744,1.49758,0.326311,0.930949,0.202647,0.298476,0.624957,,,0.0116584,,,73,83.5932,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,embeddings-l2,4.21704,1.49517,0.334267,0.999031,0.17636,0.3558,0.5,,,3.18E-06,,,237,143.938,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,hashing,5.40488,1.72289,0.146746,,,,,,,,,,69,693.514,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,regbeddings,4.07066,1.45401,0.357375,0.555727,0.260007,0.193122,0.649785,,,0.58303,,,433,625.107,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,tabtransformer,4.8513,1.61891,0.234138,,,,,,,,,,33,510.976,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,mmbeddings,3.50277,1.32854,0.447027,0.596272,0.24855,0.20286,0.633623,3.6269,,0.516121,,,361,1679.79,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,12,ignore,3.98157,1.57314,0.200818,,,,,,,,,,435,127.726,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,12,mean-encoding,3.98154,1.57307,0.200825,,,,,,,,,,512,181.668,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,12,embeddings,3.34914,1.43338,0.32776,0.922621,0.235101,0.333247,0.684523,,,0.0120489,,,69,47.4521,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,12,embeddings-l2,3.3413,1.43415,0.329334,0.999006,0.17192,0.364882,0.662206,,,2.57E-06,,,261,149.256,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,12,hashing,4.00377,1.57807,0.196362,,,,,,,,,,113,1049.49,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,12,regbeddings,3.3594,1.44012,0.325701,0.640959,0.213427,0.223394,0.711944,,,0.31467,,,271,362.405,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,12,tabtransformer,3.78854,1.52528,0.239563,,,,,,,,,,32,464.711,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,12,mmbeddings,2.69527,1.28564,0.459005,0.676262,0.259937,0.248434,0.754512,2.85806,,0.235545,,,732,3129.26,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,13,ignore,5.98242,1.92153,0.136055,,,,,,,,,,312,143.378,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,13,mean-encoding,5.98565,1.92208,0.135588,,,,,,,,,,432,204.772,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,13,embeddings,4.22396,1.57963,0.390002,0.92687,0.270247,0.36869,0.704716,,,0.0152447,,,90,83.5532,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,13,embeddings-l2,4.24702,1.59071,0.386671,0.99901,0.227162,0.406638,0.563535,,,3.48E-06,,,308,203.502,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,13,hashing,5.98227,1.92172,0.136078,,,,,,,,,,74,692.888,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,13,regbeddings,4.26002,1.59798,0.384794,0.643381,0.282675,0.245999,0.786498,,,0.429952,,,306,444.732,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,13,tabtransformer,4.53801,1.64535,0.344648,,,,,,,,,,33,479.275,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,13,mmbeddings,3.55141,1.43617,0.487127,0.662814,0.29177,0.22713,0.732677,3.79901,,0.377969,,,486,2184.19,13651,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,0,unified,4.54032,1.66169,0.234988,,,,,,,,,,94,12.2666,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,1,unified,3.83359,1.55207,0.239547,,,,,,,,,,84,6.52738,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,2,unified,4.60383,1.6852,0.291939,,,,,,,,,,57,4.97702,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,3,unified,3.88444,1.53621,0.28831,,,,,,,,,,45,3.36754,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,4,unified,4.90881,1.7384,0.228019,,,,,,,,,,128,11.5971,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,5,unified,4.00381,1.56011,0.389447,,,,,,,,,,62,6.85707,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,6,unified,3.08056,1.39827,0.344888,,,,,,,,,,40,4.37551,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,7,unified,4.06208,1.56122,0.204181,,,,,,,,,,42,3.80093,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,8,unified,3.55059,1.4707,0.272418,,,,,,,,,,101,6.65514,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,9,unified,3.83283,1.50989,0.208551,,,,,,,,,,61,5.44735,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,10,unified,4.8185,1.72027,0.235289,,,,,,,,,,139,11.4288,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,11,unified,3.39633,1.45676,0.243129,,,,,,,,,,52,3.6978,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,12,unified,3.21261,1.41898,0.335647,,,,,,,,,,103,7.12575,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,13,unified,3.90598,1.54728,0.275798,,,,,,,,,,35,4.03805,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,14,unified,4.36877,1.63351,0.261218,,,,,,,,,,48,3.8083,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,15,unified,4.20481,1.60661,0.244948,,,,,,,,,,56,6.30496,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,16,unified,4.27607,1.5953,0.213249,,,,,,,,,,44,3.47559,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,17,unified,4.55296,1.68151,0.212976,,,,,,,,,,50,3.78091,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,18,unified,4.49293,1.65855,0.29225,,,,,,,,,,127,11.5498,1331,"[100, 100]","[10, 10]",10
1000,10000,100,FALSE,1,0.001,1,100,19,unified,4.34339,1.64329,0.288621,,,,,,,,,,70,4.81161,1331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,unified,3.71488,1.51563,0.297891,,,,,,,,,,36,4.56726,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,unified,3.48394,1.45413,0.264798,,,,,,,,,,101,11.5814,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,unified,4.09646,1.58145,0.33335,,,,,,,,,,54,6.96501,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,unified,3.94526,1.55971,0.379917,,,,,,,,,,57,6.5674,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,unified,3.76576,1.51581,0.358336,,,,,,,,,,125,9.59545,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,unified,3.60221,1.46858,0.25163,,,,,,,,,,51,4.18871,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,unified,3.83903,1.5241,0.327079,,,,,,,,,,93,11.617,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,unified,4.49864,1.6516,0.287888,,,,,,,,,,126,11.506,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,unified,3.52172,1.47103,0.375343,,,,,,,,,,113,8.20601,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,unified,3.92791,1.55969,0.33177,,,,,,,,,,39,4.65143,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,10,unified,4.46275,1.63791,0.242638,,,,,,,,,,126,11.5584,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,11,unified,3.99062,1.54747,0.257745,,,,,,,,,,102,7.58806,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,12,unified,3.7034,1.50135,0.388137,,,,,,,,,,120,9.45775,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,13,unified,4.68544,1.67702,0.296519,,,,,,,,,,64,5.00601,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,14,unified,4.13384,1.58125,0.247526,,,,,,,,,,91,12.0816,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,15,unified,5.04852,1.75222,0.316762,,,,,,,,,,92,7.60707,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,16,unified,3.97082,1.56189,0.26463,,,,,,,,,,71,5.33465,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,17,unified,4.14584,1.58414,0.283264,,,,,,,,,,96,11.6579,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,18,unified,4.91704,1.72639,0.305675,,,,,,,,,,62,7.41492,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,19,unified,3.77274,1.50397,0.273744,,,,,,,,,,92,6.28869,10331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,unified,3.23171,1.41456,0.345962,,,,,,,,,,75,22.4055,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,unified,4.32014,1.62302,0.295534,,,,,,,,,,72,12.5098,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,unified,4.78639,1.69833,0.312923,,,,,,,,,,89,21.6329,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,unified,4.13404,1.55623,0.281698,,,,,,,,,,80,13.1384,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,unified,3.61566,1.48262,0.292029,,,,,,,,,,65,11.1876,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,unified,4.55634,1.66463,0.354166,,,,,,,,,,95,15.0459,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,unified,3.7065,1.49926,0.333636,,,,,,,,,,94,14.954,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,unified,3.58381,1.48256,0.285053,,,,,,,,,,98,15.4229,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,unified,4.36569,1.63165,0.420182,,,,,,,,,,94,21.7824,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,unified,3.81119,1.51382,0.237368,,,,,,,,,,73,21.7632,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,10,unified,3.51643,1.46444,0.311835,,,,,,,,,,68,11.5007,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,11,unified,3.53999,1.47618,0.31021,,,,,,,,,,91,16.4287,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,12,unified,4.63306,1.6659,0.27899,,,,,,,,,,79,21.6484,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,13,unified,3.42431,1.44882,0.245457,,,,,,,,,,62,11.1845,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,14,unified,3.91714,1.53703,0.254983,,,,,,,,,,111,17.6527,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,15,unified,4.29202,1.61879,0.251154,,,,,,,,,,114,22.0076,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,16,unified,4.60955,1.65368,0.330322,,,,,,,,,,134,20.4757,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,17,unified,3.50055,1.46065,0.256318,,,,,,,,,,70,22.1116,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,18,unified,3.97635,1.54544,0.230576,,,,,,,,,,88,21.6334,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,19,unified,3.57275,1.46847,0.323628,,,,,,,,,,82,21.7304,100331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,unified,3.74703,1.51352,0.339571,,,,,,,,,,95,145.463,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,unified,4.61033,1.65283,0.260833,,,,,,,,,,86,143.916,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,unified,3.87052,1.53249,0.300461,,,,,,,,,,73,84.4724,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,unified,3.57685,1.48679,0.325614,,,,,,,,,,86,92.2803,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,unified,4.31741,1.62094,0.267767,,,,,,,,,,65,84.4466,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,unified,3.61809,1.47536,0.271904,,,,,,,,,,76,144.116,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,unified,4.71472,1.67917,0.295111,,,,,,,,,,81,144.374,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,unified,4.85941,1.71311,0.291582,,,,,,,,,,125,144.936,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,unified,3.67131,1.49897,0.380238,,,,,,,,,,73,71.9033,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,unified,4.71314,1.68861,0.34126,,,,,,,,,,154,204.615,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,unified,3.42845,1.45235,0.34597,,,,,,,,,,84,88.2756,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,unified,3.91835,1.53558,0.311465,,,,,,,,,,130,145.502,1000331,"[100, 100]","[10, 10]",10
