n_train,n_test,batch,pred_unknown,sig2e,beta,sig2b0,q0,experiment,exp_type,mse,mae,r2,frobenius,spearman,nrmse,auc_embed,metric_pre_post,sig2e_est,sig2b_est0,nll_train,nll_test,n_epochs,time,n_params,encoder,decoder,patience
1000,100000,100,FALSE,1,0.001,1,100,8,mmbeddings,3.57281,1.47705,0.36961,0.516681,0.310711,0.265732,0.7104,3.85582,,1.32443,,,32,5.48571,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,9,ignore,3.54744,1.47142,0.193174,,,,,,,,,,101,7.05308,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,9,mean-encoding,3.52717,1.4697,0.197784,,,,,,,,,,71,6.06857,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,9,embeddings,3.10631,1.36908,0.293503,0.925089,0.164869,0.478579,0.6056,,,0.00985581,,,34,5.878,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,9,embeddings-l2,3.11602,1.37008,0.291295,0.969046,0.211632,0.501319,0.5876,,,0.0017783,,,41,5.17904,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,9,hashing,2.95095,1.33229,0.328837,,,,,,,,,,55,8.59004,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,9,regbeddings,3.52201,1.46405,0.198956,0.919811,0.157779,0.475848,0.6112,,,0.0110982,,,67,9.09882,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,9,tabtransformer,3.61051,1.47681,0.178828,,,,,,,,,,33,10.6976,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,9,mmbeddings,2.94705,1.32937,0.329725,0.596158,0.285893,0.308412,0.668,2.96316,,0.325061,,,109,15.9347,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,10,ignore,5.61212,1.88521,0.146823,,,,,,,,,,94,7.48947,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,10,mean-encoding,5.46453,1.86157,0.16926,,,,,,,,,,163,10.8351,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,10,embeddings,3.65053,1.49635,0.445032,0.900981,0.272797,0.482941,0.8084,,,0.0187472,,,96,8.59057,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,10,embeddings-l2,3.60772,1.49031,0.451539,0.969766,0.330547,0.519811,0.8096,,,0.00181689,,,87,7.82248,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,10,hashing,3.99476,1.5528,0.3927,,,,,,,,,,70,9.43453,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,10,regbeddings,5.49097,1.86157,0.165241,0.924665,0.266187,0.495636,0.808,,,0.0114989,,,49,6.82741,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,10,tabtransformer,3.74041,1.5191,0.431368,,,,,,,,,,43,13.2876,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,10,mmbeddings,3.31128,1.42283,0.496606,0.536399,0.33722,0.287519,0.8232,3.33598,,0.573494,,,119,11.7508,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,11,ignore,5.23728,1.79905,0.124908,,,,,,,,,,50,5.89871,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,11,mean-encoding,5.10907,1.77197,0.14633,,,,,,,,,,60,4.68549,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,11,embeddings,4.1324,1.56328,0.30952,0.915976,0.242745,0.5268,0.652,,,0.0168191,,,108,8.2234,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,11,embeddings-l2,4.1464,1.57565,0.307182,0.96985,0.264728,0.557784,0.5684,,,0.00228263,,,100,6.90037,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,11,hashing,3.98484,1.54089,0.334177,,,,,,,,,,96,11.1369,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,11,regbeddings,5.50592,1.84408,0.0800202,0.963735,0.152248,0.554267,0.6024,,,0.00328977,,,24,4.68836,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,11,tabtransformer,4.63266,1.67217,0.225933,,,,,,,,,,27,14.8048,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,11,mmbeddings,3.90213,1.52872,0.347996,0.556454,0.228082,0.32003,0.6068,3.92416,,0.69757,,,121,12.8868,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,12,ignore,4.78405,1.73066,0.139852,,,,,,,,,,98,8.42743,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,12,mean-encoding,4.57984,1.69349,0.176567,,,,,,,,,,108,7.34002,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,12,embeddings,3.54436,1.48957,0.362741,0.900358,0.332859,0.481278,0.8268,,,0.0224627,,,123,13.0135,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,12,embeddings-l2,3.52473,1.48442,0.36627,0.968908,0.275839,0.517921,0.7548,,,0.00232768,,,134,8.69181,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,12,hashing,3.33711,1.43708,0.400003,,,,,,,,,,89,7.75225,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,12,regbeddings,4.64393,1.7037,0.165043,0.913307,0.144728,0.4882,0.7664,,,0.0189254,,,68,7.14445,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,12,tabtransformer,3.63666,1.50437,0.346146,,,,,,,,,,40,14.567,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,12,mmbeddings,3.22356,1.41648,0.42042,0.634806,0.197264,0.33933,0.742,3.25174,,0.362145,,,157,14.0722,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,13,ignore,4.99528,1.74791,0.113887,,,,,,,,,,104,8.38648,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,13,mean-encoding,4.89577,1.7308,0.13154,,,,,,,,,,51,5.26726,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,13,embeddings,3.62912,1.46395,0.356231,0.915143,0.193114,0.455836,0.6372,,,0.0193004,,,66,6.26434,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,13,embeddings-l2,3.62158,1.46802,0.357568,0.978142,0.220069,0.487216,0.5972,,,0.00128467,,,96,6.08647,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,13,hashing,3.71852,1.48669,0.340371,,,,,,,,,,37,8.53206,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,13,regbeddings,4.8708,1.72593,0.135969,0.935953,0.168458,0.466201,0.5716,,,0.0119126,,,43,7.1414,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,13,tabtransformer,3.97229,1.54373,0.295355,,,,,,,,,,22,12.3301,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,13,mmbeddings,3.53527,1.44409,0.372879,0.608131,0.124221,0.302912,0.6616,3.53968,,0.540783,,,144,14.4763,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,14,ignore,6.35742,1.9745,0.106125,,,,,,,,,,80,8.41355,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,14,mean-encoding,6.12498,1.93626,0.138807,,,,,,,,,,41,3.83402,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,14,embeddings,4.6855,1.65945,0.341202,0.908102,0.344273,0.458379,0.7604,,,0.021746,,,110,12.5997,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,14,embeddings-l2,5.24742,1.77427,0.262195,0.970214,0.308455,0.489731,0.744,,,0.00244128,,,99,8.69984,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,14,hashing,4.76931,1.67329,0.329419,,,,,,,,,,184,12.1393,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,14,regbeddings,6.60002,2.00315,0.0720152,0.947639,0.124403,0.478335,0.6452,,,0.0080796,,,37,5.45284,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,14,tabtransformer,4.89557,1.71756,0.311667,,,,,,,,,,61,14.6796,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,14,mmbeddings,4.0905,1.56472,0.424862,0.582305,0.278369,0.293927,0.7864,4.51922,,0.589651,,,69,12.4739,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,15,ignore,3.93523,1.56167,0.218555,,,,,,,,,,84,5.22246,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,15,mean-encoding,3.87553,1.55138,0.230409,,,,,,,,,,55,6.70313,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,15,embeddings,3.59161,1.48119,0.286791,0.934445,0.164945,0.433066,0.6852,,,0.00856951,,,43,4.15789,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,15,embeddings-l2,3.43488,1.44741,0.317914,0.969637,0.238524,0.449376,0.6588,,,0.00196905,,,41,5.52372,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,15,hashing,3.32426,1.4226,0.339879,,,,,,,,,,52,5.41268,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,15,regbeddings,3.88067,1.55012,0.229389,0.925855,0.129513,0.429085,0.6092,,,0.0113311,,,61,9.95165,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,15,tabtransformer,3.87209,1.53903,0.231093,,,,,,,,,,34,14.8811,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,15,mmbeddings,3.48539,1.45522,0.307882,0.610237,0.240882,0.282813,0.7004,3.48573,,0.366914,,,116,13.4793,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,16,ignore,5.42961,1.82545,0.130611,,,,,,,,,,52,4.1486,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,16,mean-encoding,5.4459,1.82907,0.128002,,,,,,,,,,126,12.4505,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,16,embeddings,4.13944,1.57382,0.337193,0.898547,0.300559,0.43115,0.7184,,,0.0239718,,,157,10.0267,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,16,embeddings-l2,4.68071,1.68247,0.250525,0.971072,0.206279,0.465949,0.644,,,0.0024242,,,39,6.07267,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,16,hashing,4.10738,1.56084,0.342327,,,,,,,,,,93,13.6164,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,16,regbeddings,5.55593,1.8463,0.110385,0.942466,0.159657,0.452223,0.626,,,0.0087514,,,48,9.06763,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,16,tabtransformer,4.12301,1.57095,0.339824,,,,,,,,,,39,14.5185,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,16,mmbeddings,3.99174,1.53855,0.360842,0.574021,0.200515,0.275432,0.6956,4.13539,,0.618022,,,105,14.1206,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,17,ignore,5.96972,1.9336,0.100172,,,,,,,,,,134,8.84373,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,17,mean-encoding,5.85325,1.91717,0.117728,,,,,,,,,,128,8.06893,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,17,embeddings,3.97194,1.56409,0.401301,0.926661,0.235605,0.509514,0.6716,,,0.0135276,,,49,7.44991,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,17,embeddings-l2,4.01131,1.57275,0.395367,0.973223,0.315839,0.535116,0.6672,,,0.00176728,,,81,8.62924,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,17,hashing,3.74811,1.51471,0.43504,,,,,,,,,,69,7.01746,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,17,regbeddings,6.04551,1.94545,0.0887485,0.94986,0.176099,0.52227,0.6708,,,0.00639883,,,33,6.53403,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,17,tabtransformer,4.09642,1.58474,0.382538,,,,,,,,,,65,17.6685,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,17,mmbeddings,3.63093,1.492,0.452702,0.564944,0.332335,0.310628,0.6688,3.51517,,0.570779,,,161,18.7919,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,ignore,6.35239,1.98655,0.103821,,,,,,,,,,75,8.47393,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,mean-encoding,6.04195,1.9334,0.147618,,,,,,,,,,58,5.78536,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,embeddings,3.18943,1.41055,0.550044,0.91689,0.412731,0.437799,0.6952,,,0.0158047,,,75,6.86653,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,embeddings-l2,3.28942,1.43265,0.535937,0.967141,0.419927,0.461793,0.7104,,,0.00252246,,,77,6.81687,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,hashing,3.16426,1.40074,0.553594,,,,,,,,,,60,6.93931,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,regbeddings,6.72992,2.06037,0.0505606,0.971858,0.246721,0.464045,0.694,,,0.00177945,,,14,5.06127,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,tabtransformer,3.66025,1.52049,0.483621,,,,,,,,,,23,12.9262,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,mmbeddings,3.2011,1.40899,0.548398,0.530686,0.44734,0.253393,0.7068,3.21392,,0.619134,,,85,13.4098,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,ignore,5.7242,1.8819,0.0992352,,,,,,,,,,87,6.80866,231,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,mean-encoding,5.45239,1.82847,0.142008,,,,,,,,,,87,7.28946,331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,embeddings,3.13545,1.38818,0.506602,0.922863,0.346705,0.436414,0.6444,,,0.0158422,,,44,4.82231,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,embeddings-l2,3.16175,1.3934,0.502464,0.965783,0.376482,0.456711,0.556,,,0.00343863,,,41,4.59448,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,hashing,3.14856,1.38205,0.50454,,,,,,,,,,54,5.80919,10471,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,regbeddings,4.73523,1.70619,0.254861,0.863576,0.310451,0.408378,0.578,,,0.0577062,,,74,14.4373,2331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,tabtransformer,3.48067,1.46504,0.452279,,,,,,,,,,25,10.5489,8687,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,mmbeddings,2.98654,1.35213,0.530036,0.517215,0.375377,0.244587,0.6876,2.99109,,1.09004,,,86,12.0403,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,ignore,5.08146,1.76515,0.175655,,,,,,,,,,142,7.38783,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,mean-encoding,5.10336,1.7691,0.172101,,,,,,,,,,135,7.76364,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,embeddings,4.84528,1.71507,0.213969,0.944373,0.135151,0.345086,0.689432,,,0.00830084,,,34,3.03783,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,embeddings-l2,4.73927,1.69241,0.231167,0.992114,0.168309,0.362531,0.662324,,,0.000192499,,,66,4.702,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,hashing,4.45733,1.63501,0.276904,,,,,,,,,,120,14.2556,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,regbeddings,5.0253,1.75377,0.184766,0.892025,0.0844531,0.325958,0.735124,,,0.0339405,,,84,10.3714,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,tabtransformer,4.60758,1.66434,0.252531,,,,,,,,,,61,22.7168,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,mmbeddings,2.98628,1.348,0.515547,0.618274,0.299331,0.225925,0.764368,3.39143,,0.410826,,,175,27.2888,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,ignore,4.69965,1.68765,0.143327,,,,,,,,,,94,4.84406,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,mean-encoding,4.68435,1.68303,0.146116,,,,,,,,,,58,4.75748,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,embeddings,4.21793,1.58044,0.231136,0.929332,0.172453,0.41769,0.687336,,,0.0118553,,,51,3.64625,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,embeddings-l2,4.20488,1.57959,0.233515,0.993279,0.221852,0.446431,0.66206,,,0.00011385,,,117,6.66398,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,hashing,4.2515,1.59322,0.225017,,,,,,,,,,44,6.28512,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,regbeddings,4.68248,1.68283,0.146456,0.937966,0.152154,0.421571,0.672836,,,0.00892895,,,66,6.27871,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,tabtransformer,4.38379,1.61248,0.200903,,,,,,,,,,40,17.7286,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,mmbeddings,3.51114,1.43166,0.359973,0.595795,0.209179,0.267781,0.729544,3.65646,,0.467765,,,221,30.6638,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,ignore,3.98908,1.57231,0.179341,,,,,,,,,,240,21.6578,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,mean-encoding,3.96113,1.56807,0.185091,,,,,,,,,,253,21.6526,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,embeddings,3.4325,1.44541,0.293843,0.914729,0.176049,0.425208,0.739212,,,0.0163671,,,117,7.84725,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,embeddings-l2,3.46097,1.45471,0.287986,0.993334,0.136512,0.461746,0.590564,,,0.000126288,,,79,5.02861,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,hashing,3.53075,1.47243,0.273632,,,,,,,,,,88,11.7915,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,regbeddings,4.0232,1.57793,0.172322,0.930476,0.119334,0.432527,0.735756,,,0.0114892,,,65,7.36565,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,tabtransformer,3.74418,1.51917,0.229723,,,,,,,,,,35,15.0233,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,mmbeddings,2.9085,1.33843,0.401644,0.65022,0.19957,0.302252,0.79304,2.93182,,0.326369,,,307,44.4524,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,ignore,6.27658,1.97311,0.10201,,,,,,,,,,86,4.543,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,mean-encoding,6.28068,1.97398,0.101423,,,,,,,,,,90,6.27162,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,embeddings,4.92077,1.72699,0.295986,0.935558,0.199603,0.404837,0.690128,,,0.0143232,,,66,6.29831,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,embeddings-l2,4.85668,1.71598,0.305154,0.994136,0.241687,0.430185,0.647104,,,0.000130404,,,100,7.13129,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,hashing,5.25431,1.78761,0.248265,,,,,,,,,,69,9.11037,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,regbeddings,6.22218,1.96358,0.109792,0.948507,0.153238,0.41044,0.689152,,,0.00961563,,,56,6.13188,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,tabtransformer,4.83199,1.7122,0.308687,,,,,,,,,,48,25.7775,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,mmbeddings,3.89941,1.5289,0.442112,0.630451,0.236674,0.27281,0.721846,4.01405,,0.547689,,,259,48.4511,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,ignore,3.9258,1.56112,0.19193,,,,,,,,,,104,6.11654,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,mean-encoding,3.93706,1.56404,0.189612,,,,,,,,,,92,5.16802,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,embeddings,2.76054,1.30129,0.431782,0.905648,0.323315,0.374797,0.731768,,,0.0137847,,,117,8.13077,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,embeddings-l2,3.39563,1.43972,0.301057,0.99172,0.227675,0.410418,0.682016,,,0.000127506,,,80,5.65354,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,hashing,3.41355,1.44946,0.297369,,,,,,,,,,95,12.7179,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,regbeddings,3.94889,1.56477,0.187176,0.925441,0.134469,0.382989,0.7192,,,0.00953288,,,54,6.24488,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,tabtransformer,3.48447,1.46895,0.282771,,,,,,,,,,50,18.2553,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,mmbeddings,2.55164,1.25513,0.47478,0.537348,0.302288,0.222379,0.680156,2.67058,,0.419109,,,178,28.9652,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,ignore,7.42196,1.93522,0.0962516,,,,,,,,,,169,8.97027,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,mean-encoding,7.4037,1.93358,0.098475,,,,,,,,,,145,11.3095,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,embeddings,5.20561,1.55451,0.366129,0.927621,0.281376,0.409847,0.706436,,,0.0161672,,,125,6.89533,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,embeddings-l2,4.83804,1.4866,0.410887,0.991531,0.35786,0.438084,0.655622,,,0.000232645,,,176,9.97497,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,hashing,5.96649,1.68991,0.27348,,,,,,,,,,69,9.40548,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,regbeddings,7.28074,1.90984,0.113447,0.935172,0.158515,0.413183,0.647692,,,0.0147023,,,59,6.68582,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,tabtransformer,5.5623,1.61895,0.322696,,,,,,,,,,54,20.8979,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,mmbeddings,4.75574,1.46502,0.420908,0.678371,0.289991,0.299722,0.682742,4.86026,,0.371558,,,158,25.0182,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,ignore,4.97052,1.70072,0.148495,,,,,,,,,,151,7.29809,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,mean-encoding,4.99394,1.70525,0.144482,,,,,,,,,,99,6.55493,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,embeddings,4.43706,1.59528,0.239881,0.926198,0.176233,0.394949,0.681512,,,0.0147466,,,111,6.3679,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,embeddings-l2,4.38175,1.58814,0.249356,0.99453,0.15178,0.424087,0.606008,,,0.000108374,,,112,7.60639,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,hashing,4.44358,1.60103,0.238764,,,,,,,,,,62,11.6553,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,regbeddings,5.04376,1.71389,0.135948,0.952066,0.101476,0.405979,0.658388,,,0.00657107,,,48,5.02231,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,tabtransformer,4.46741,1.60351,0.234683,,,,,,,,,,28,12.9411,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,mmbeddings,3.71668,1.44255,0.363292,0.653902,0.169693,0.278837,0.722876,3.76871,,0.391512,,,283,46.3206,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,ignore,4.18515,1.61399,0.180306,,,,,,,,,,127,11.7437,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,mean-encoding,4.15418,1.60807,0.186371,,,,,,,,,,124,9.67575,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,embeddings,2.98609,1.34665,0.41515,0.900432,0.227269,0.387806,0.663264,,,0.0179857,,,111,7.78845,10331,"[100, 100]","[10, 10]",10
