,n_train,n_test,batch,pred_unknown,sig2e,beta,sig2b0,sig2b1,sig2b2,q0,q1,q2,experiment,exp_type,auc,logloss,accuracy,frobenius,spearman,nrmse,auc_embed,metric_pre_post,sig2e_est,sig2b_est0,sig2b_est1,sig2b_est2,nll_train,nll_test,n_epochs,time,n_params,encoder,decoder,patience
137,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,15,embeddings,0.79465,0.661615,0.72096,0.951876,0.0995232,0.375496,0.576593,,,0.00602719,0.00666712,0.00635791,,,28,11.6916,300531,"[100, 100]","[10, 10]",10
138,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,15,embeddings-l2,0.795821,0.547843,0.72227,0.999758,0.0730941,0.394399,0.5,,,1.77E-07,1.88E-07,1.70E-07,,,62,22.1039,300531,"[100, 100]","[10, 10]",10
139,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,15,hashing,0.779643,0.568309,0.70759,,,,,,,,,,,,25,65.166,30951,"[100, 100]","[10, 10]",10
140,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,15,regbeddings,0.787817,0.556453,0.71629,0.969425,0.101639,0.382361,0.593993,,,0.00211682,0.00467063,0.00184962,,,84,43.854,600531,"[100, 100]","[10, 10]",10
141,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,15,tabtransformer,0.683642,1.01647,0.63233,,,,,,,,,,,,15,88.7545,306829,"[100, 100]","[10, 10]",10
142,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,15,unified,0.7991,0.679097,0.72503,,,,,,,,,,,,26,83.423,10486291,"[100, 100]","[10, 10]",10
143,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,15,mmbeddings,0.81704,0.586821,0.73462,0.763745,0.0240866,0.301307,0.55864,,,0.161561,0.161683,0.156145,,,114,138.683,17891,"[100, 100]","[10, 10]",10
144,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,16,ignore,0.789656,0.554299,0.71746,,,,,,,,,,,,198,15.398,231,"[100, 100]","[10, 10]",10
145,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,16,mean-encoding,0.788176,0.555831,0.71652,,,,,,,,,,,,135,21.6787,531,"[100, 100]","[10, 10]",10
146,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,16,embeddings,0.780862,0.66638,0.70823,0.955189,0.0679532,0.360259,0.581731,,,0.00527015,0.00534379,0.005021,,,25,6.85601,300531,"[100, 100]","[10, 10]",10
147,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,16,embeddings-l2,0.792115,0.551868,0.72013,0.999731,0.059298,0.377195,0.5,,,1.92E-07,2.93E-07,1.53E-07,,,80,22.0746,300531,"[100, 100]","[10, 10]",10
148,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,16,hashing,0.77809,0.570707,0.70625,,,,,,,,,,,,27,79.6522,30951,"[100, 100]","[10, 10]",10
149,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,16,regbeddings,0.777972,0.566899,0.70844,0.976057,0.0800752,0.368241,0.587832,,,0.0015968,0.0015969,0.00119976,,,52,23.1865,600531,"[100, 100]","[10, 10]",10
150,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,16,tabtransformer,0.657778,1.10267,0.61374,,,,,,,,,,,,14,89.8151,306829,"[100, 100]","[10, 10]",10
151,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,16,unified,0.780417,0.685512,0.70896,,,,,,,,,,,,26,60.1747,10486291,"[100, 100]","[10, 10]",10
152,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,16,mmbeddings,0.80244,0.604662,0.72187,0.758147,0.00745873,0.285396,0.527825,,,0.156261,0.159239,0.154653,,,85,107.237,17891,"[100, 100]","[10, 10]",10
153,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,ignore,0.796086,0.547025,0.72126,,,,,,,,,,,,130,11.2132,231,"[100, 100]","[10, 10]",10
154,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,mean-encoding,0.794833,0.548391,0.72104,,,,,,,,,,,,168,16.5993,531,"[100, 100]","[10, 10]",10
155,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,embeddings,0.814325,0.653494,0.73706,0.953069,0.118579,0.346947,0.574222,,,0.00568453,0.00535429,0.00619924,,,27,6.18476,300531,"[100, 100]","[10, 10]",10
156,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,embeddings-l2,0.799648,0.543478,0.72403,0.999731,0.0925482,0.363957,0.5,,,2.46E-07,1.02E-07,3.34E-07,,,70,21.9778,300531,"[100, 100]","[10, 10]",10
157,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,hashing,0.788225,0.560166,0.71334,,,,,,,,,,,,27,85.5506,30951,"[100, 100]","[10, 10]",10
158,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,regbeddings,0.794746,0.54915,0.72103,0.958583,0.115765,0.348697,0.601213,,,0.00442332,0.00160828,0.0119464,,,97,39.9498,600531,"[100, 100]","[10, 10]",10
159,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,tabtransformer,0.675501,0.916801,0.63502,,,,,,,,,,,,16,60.5923,306829,"[100, 100]","[10, 10]",10
160,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,unified,0.814003,0.627044,0.7358,,,,,,,,,,,,26,83.4453,10486291,"[100, 100]","[10, 10]",10
161,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,17,mmbeddings,0.827914,0.564973,0.74429,0.760791,0.0271839,0.276887,0.552187,,,0.160196,0.154828,0.161742,,,109,167.294,17891,"[100, 100]","[10, 10]",10
162,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,ignore,0.824609,0.514174,0.74644,,,,,,,,,,,,248,23.338,231,"[100, 100]","[10, 10]",10
163,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,mean-encoding,0.823381,0.515864,0.74562,,,,,,,,,,,,93,11.5619,531,"[100, 100]","[10, 10]",10
164,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,embeddings,0.806324,0.657206,0.73055,0.952085,0.090304,0.362327,0.563265,,,0.00456611,0.00542892,0.00466896,,,26,11.815,300531,"[100, 100]","[10, 10]",10
165,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,embeddings-l2,0.828314,0.509895,0.75028,0.999663,0.0692766,0.38047,0.5,,,2.44E-07,4.35E-07,1.67E-07,,,70,13.2485,300531,"[100, 100]","[10, 10]",10
166,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,hashing,0.810327,0.534583,0.73405,,,,,,,,,,,,29,85.5783,30951,"[100, 100]","[10, 10]",10
167,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,regbeddings,0.811511,0.530679,0.73569,0.970354,0.104537,0.369264,0.574121,,,0.00128237,0.00331055,0.00137678,,,69,44.0147,600531,"[100, 100]","[10, 10]",10
168,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,tabtransformer,0.673774,1.09451,0.62586,,,,,,,,,,,,15,58.0815,306829,"[100, 100]","[10, 10]",10
169,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,unified,0.807631,0.6471,0.73133,,,,,,,,,,,,26,83.4734,10486291,"[100, 100]","[10, 10]",10
170,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,18,mmbeddings,0.834214,0.562994,0.74876,0.735773,0.0265778,0.279885,0.533104,,,0.155515,0.161751,0.157232,,,90,109.075,17891,"[100, 100]","[10, 10]",10
171,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,ignore,0.804887,0.537838,0.72994,,,,,,,,,,,,116,11.1544,231,"[100, 100]","[10, 10]",10
172,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,mean-encoding,0.804,0.538773,0.72988,,,,,,,,,,,,151,21.8489,531,"[100, 100]","[10, 10]",10
173,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,embeddings,0.779082,0.692896,0.70917,0.955719,0.0502272,0.374548,0.588018,,,0.00549515,0.00493998,0.00556752,,,26,7.14688,300531,"[100, 100]","[10, 10]",10
174,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,embeddings-l2,0.799122,0.544474,0.72533,0.999757,0.0438572,0.39187,0.5,,,2.32E-07,1.49E-07,1.52E-07,,,75,22.0679,300531,"[100, 100]","[10, 10]",10
175,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,hashing,0.788515,0.558832,0.71605,,,,,,,,,,,,31,85.9434,30951,"[100, 100]","[10, 10]",10
176,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,regbeddings,0.791589,0.552838,0.7199,0.975187,0.0720535,0.382212,0.591079,,,0.00169519,0.00155297,0.00184461,,,71,43.7888,600531,"[100, 100]","[10, 10]",10
177,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,tabtransformer,0.636774,1.03,0.59438,,,,,,,,,,,,19,88.2563,306829,"[100, 100]","[10, 10]",10
178,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,unified,0.778409,0.669978,0.70848,,,,,,,,,,,,26,83.6573,10486291,"[100, 100]","[10, 10]",10
179,100000,100000,10000,FALSE,1,0.1,1,1,1,10000,10000,10000,19,mmbeddings,0.806179,0.605236,0.72177,0.766845,0.0258352,0.300229,0.566881,,,0.155978,0.153256,0.153131,,,106,160.588,17891,"[100, 100]","[10, 10]",10
