n_train,n_test,batch,pred_unknown,sig2e,beta,sig2b0,q0,experiment,exp_type,mse,mae,r2,frobenius,spearman,nrmse,auc_embed,metric_pre_post,sig2e_est,sig2b_est0,nll_train,nll_test,n_epochs,time,n_params,encoder,decoder,patience
100000,100000,10000,FALSE,1,0.001,0.3,10000,14,unified,1.69115,1.03499,0.391283,,,,,,,,,,63,9.47049,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,0.3,10000,15,unified,1.76143,1.05523,0.381742,,,,,,,,,,65,10.8696,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,0.3,10000,16,unified,1.73334,1.04869,0.407102,,,,,,,,,,64,11.2572,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,0.3,10000,17,unified,1.60535,1.00896,0.409505,,,,,,,,,,54,9.84804,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,0.3,10000,18,unified,1.71445,1.04109,0.378264,,,,,,,,,,75,21.6182,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,0.3,10000,19,unified,1.68815,1.03464,0.390178,,,,,,,,,,61,10.6806,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,0,unified,7.63802,2.13749,0.228646,,,,,,,,,,129,20.3128,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,1,unified,7.05526,2.04567,0.384033,,,,,,,,,,123,25.7238,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,2,unified,6.29777,1.91276,0.233161,,,,,,,,,,139,22.2248,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,3,unified,126.091,2.19623,0.0285749,,,,,,,,,,80,21.6523,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,4,unified,11.9866,2.29777,0.272181,,,,,,,,,,91,22.8864,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,5,unified,6.46017,1.96422,0.285695,,,,,,,,,,116,18.4552,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,6,unified,7.4392,1.9697,0.290825,,,,,,,,,,106,17.5841,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,7,unified,7.23138,2.07658,0.274905,,,,,,,,,,86,21.7124,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,8,unified,23.3061,2.12917,0.149373,,,,,,,,,,83,13.4642,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,9,unified,5.78402,1.84846,0.160653,,,,,,,,,,76,21.9372,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,10,unified,6.45393,1.96799,0.265678,,,,,,,,,,116,21.6858,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,11,unified,7.89422,2.13929,0.397551,,,,,,,,,,143,21.5855,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,12,unified,8.35299,2.21659,0.276419,,,,,,,,,,92,14.8105,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,13,unified,7.60941,2.12925,0.286973,,,,,,,,,,97,21.8515,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,14,unified,7.22218,2.07759,0.238918,,,,,,,,,,96,21.6825,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,15,unified,6.84202,2.00848,0.390984,,,,,,,,,,107,21.6403,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,16,unified,7.89993,2.07935,0.328539,,,,,,,,,,72,22.3716,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,17,unified,8.80696,2.00292,0.263873,,,,,,,,,,90,14.6087,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,18,unified,6.07031,1.8946,0.271618,,,,,,,,,,98,15.6725,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,3,10000,19,unified,5.90864,1.87568,0.226397,,,,,,,,,,107,21.6713,100331,"[100, 100]","[10, 10]",10
